TemP (K),Time (min),PS (mm),BET (m2/g),PV (cm3),C (wt.%),H  (wt.%),N  (wt.%),O  (wt.%),Qm (mg/g),TP_Benzocaine,TP_Ciprofloxacin,TP_Citalopram,TP_Diclofenac ,TP_Dimetridazole,TP_Floxentine,TP_Metronidazole,TP_Nitroimidazole,TP_Norfloxacin,TP_Oxytetracycline,TP_Salicylic acid,TP_Sulfadiazine,TP_Sulfamethoxazole,TP_Tetracycline,TP_Triclosan,TP_ibuprofen,TP_sulfamethazine 
430.2766,41.685013,7.3002753,340.33823,0.11830567,78.20215,0.7196667,0.2046764,7.330317,64.497314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
605.1116,97.29215,11.948398,114.72489,0.19265912,60.465096,0.4735507,-0.080040924,6.613109,34.524925,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
712.1359,30.791367,7.369427,-102.52035,0.05523463,43.635372,0.3959743,3.414736,10.6852455,29.468224,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
587.7509,223.88469,13.510462,120.717545,0.2732918,38.902546,0.35545292,4.0841737,9.735971,21.758692,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
705.1998,179.06534,4.970143,95.34939,0.24122614,59.397213,0.72054636,3.460663,6.780969,76.244865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
477.56616,55.773537,8.188175,309.2524,0.1824605,42.74072,0.5537089,1.7322298,7.412458,45.951504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
598.61017,154.05238,13.103272,27.749228,0.28720576,46.91249,0.34414032,3.6102653,9.611035,21.88191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
525.8279,58.487526,6.647537,296.23062,0.13093428,59.180603,0.78603387,-0.11289763,5.8006654,9.732317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
471.60602,27.601898,6.5583987,281.23758,0.107429884,61.340336,0.50144553,1.117581,18.98921,13.14703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685.30194,27.766449,8.284322,202.77158,0.05997279,42.744938,0.5967603,2.8048942,11.906929,27.410873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
533.4971,33.16072,9.120219,75.87324,-0.000337298,71.05955,0.36747637,3.3522353,18.301834,48.895897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
690.13525,66.40835,5.61888,227.99423,0.095822394,63.95172,0.89739907,0.6888374,15.308865,10.851215,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
486.34146,55.894913,10.566404,283.1045,0.04906861,59.789284,0.40064207,4.1075354,6.7480407,43.74632,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
678.6287,82.25979,1.2262065,-7.0955296,0.25377762,42.702972,0.48993674,-0.13097881,14.117714,73.23325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
419.19437,253.97655,10.284665,181.8554,0.15311101,49.834305,0.45674136,3.75955,17.264982,40.315403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
472.35156,58.525238,11.765931,167.95232,0.2859638,39.270428,1.6250756,0.5029681,10.840473,0.42618945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
430.23114,67.95085,10.405542,5.1876736,0.0680047,48.527172,0.3858346,2.327963,16.197973,67.60018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
640.7563,27.802475,5.6726875,319.54135,0.2798249,64.508995,0.65020573,3.7432864,19.334917,83.411804,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514.89215,35.815323,4.707846,-72.93035,0.120450154,52.125195,0.39068785,-0.43830848,6.1814914,2.2906952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584.25964,182.0559,12.075456,364.50378,0.31129274,41.757435,0.40923968,0.016795645,25.547518,50.34367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
618.60547,91.26404,6.8182487,-44.448452,0.048497077,58.081425,0.38622525,1.9113643,7.754375,19.58025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529.0562,90.81406,9.926552,295.80966,0.23611009,64.77181,0.73013556,1.2870431,8.113813,67.425606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
695.0407,71.56445,10.998208,168.2156,0.24822067,56.449917,0.8724272,-0.44674683,15.664666,32.651245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
582.7578,180.9649,7.2556295,156.94676,0.3204511,38.628918,0.55701125,0.39652336,11.935822,76.63075,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
711.9513,50.955116,3.5634732,456.08334,0.198125,68.87286,1.1884079,4.441992,25.25209,92.20931,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
627.83014,77.25586,10.4254675,150.59828,0.15456378,51.776478,0.33432868,2.1785,6.9558034,13.462669,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526.8566,51.347694,8.7191725,40.682117,0.16556518,68.362015,0.79371476,-0.03244971,8.50775,8.274839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620.5523,56.08574,8.187602,350.86768,0.043574948,53.073944,0.4117202,3.860147,8.022745,25.754671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
447.6385,126.25352,6.3614106,251.3905,0.19356842,66.064255,1.3323442,2.1082368,10.745925,62.72455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
524.2841,75.69412,3.7962222,-70.17672,0.037294794,50.943707,0.37193587,2.085926,6.3712144,50.28615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
667.1869,153.30504,10.465259,104.94816,0.23428917,52.26592,2.3714879,1.6300361,23.853798,15.82114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
644.1397,189.25352,11.542848,31.896276,0.2687683,44.167934,0.7963952,-0.26889133,18.368193,49.444122,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
447.92957,246.08905,12.332101,130.76076,0.27828223,57.504036,1.7209605,-0.3336997,22.919907,28.988918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
685.65137,151.51039,4.6887455,273.0203,-0.022539329,55.488758,0.5276593,1.337135,17.64154,25.17322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
490.89423,97.50178,9.274292,39.40064,0.11662204,63.827896,2.6076593,3.486897,23.390514,6.7642612,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
658.4199,91.9251,1.8191679,420.29086,0.11770608,69.63241,2.094094,3.6124842,14.398049,67.34707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
668.7675,37.368317,12.70042,151.34818,0.32734144,71.41266,0.7940811,2.423905,24.699774,76.06842,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
513.4557,69.26896,9.036498,350.83267,0.2657779,51.4087,0.6497413,1.1082349,8.214488,59.37795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
713.22626,152.49092,9.958729,275.36255,0.25607064,42.67372,0.34039393,3.7064738,7.311542,56.73631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
600.6724,37.15287,7.7109265,57.1181,0.063079245,42.094307,0.7443446,1.4258193,22.200054,67.19847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
502.3915,42.329796,9.372777,365.30338,0.028987784,77.18522,0.43108967,0.3711182,17.817808,53.874134,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
701.8512,28.645683,9.241418,396.95847,0.08571394,74.29615,0.3516275,3.7150617,17.242813,65.20608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
712.4896,30.867645,9.994012,-108.13305,0.096053034,40.340862,0.38526466,1.2669549,12.213374,49.009922,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
587.90314,90.12406,6.8714952,352.61658,0.1610562,46.137035,0.7247102,1.1517164,7.802361,8.082573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
535.45654,92.44554,6.85433,108.469246,0.15508592,48.327198,0.462096,4.1920342,16.47609,80.42716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
691.2296,43.866318,12.591315,201.51585,0.25922337,70.2105,0.34717515,4.334915,24.621527,80.07658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
461.46814,219.53656,11.287214,347.85278,0.31844383,57.021496,0.78803945,4.5447006,14.654064,22.798918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
664.97296,46.663025,9.708821,-81.65618,-0.007722224,67.92536,0.4922271,2.9233468,22.29852,41.41301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
682.6095,45.681427,9.980663,-45.030025,-0.013542335,75.37917,0.5547172,2.303408,19.12675,5.2257996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702.36084,27.230103,9.987766,30.506521,0.32368484,39.89069,0.39669803,-0.44039416,14.91914,63.558147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
662.8401,51.49736,12.596828,-32.907055,0.1976202,42.11986,0.50865126,3.464678,8.996311,5.1953735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
642.71094,35.390846,12.723855,414.01196,0.22847797,42.68631,0.5548701,0.3423134,8.834938,25.706667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
712.7763,35.881165,10.350446,278.13455,0.17226565,50.80286,0.49950686,3.6687415,11.949697,32.96207,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
577.6606,30.70134,10.455686,17.517614,0.20316409,54.546535,1.1347591,0.22823168,19.575743,64.74226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
464.2622,34.476357,13.319253,351.63516,0.011230846,70.55722,1.5797755,3.7727122,24.516724,52.6932,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
712.30054,27.607277,9.496917,69.38061,0.067877255,68.527176,0.5662198,2.8126569,22.964638,64.270195,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
474.58676,45.302322,6.164691,-72.4291,0.043134656,64.084724,1.768523,0.9119363,13.479683,91.47396,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
560.7615,28.05069,8.109254,-6.58552,0.14544395,63.860676,0.5050502,0.7041558,6.7045913,35.43175,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
621.75104,79.57552,6.396044,407.23117,0.27150607,73.8361,1.1000296,2.4482985,13.319764,66.59651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
587.9694,138.76556,13.018398,347.30344,0.25837484,59.158497,0.3423387,4.280665,8.892668,40.00445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
678.9468,131.29237,8.301094,-37.78352,0.17464511,45.144493,0.71030724,2.3046994,21.447216,80.13017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
589.6523,76.0891,9.478378,309.18707,0.16736455,50.778748,1.163797,0.8797393,11.896016,7.240963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
508.60114,76.72086,10.752296,-55.601498,0.095545165,57.845478,0.36233285,3.763003,9.860233,21.431725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
673.97534,58.316666,13.169156,-38.540462,0.15177321,58.299046,0.36601642,2.1443057,12.2723875,10.388279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
634.844,146.65985,12.410935,281.54446,0.28437087,39.662296,0.34069505,0.73944855,13.924201,87.611885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
496.9302,151.59361,10.918283,33.40671,0.23163992,60.628513,0.9659591,1.0965585,21.451624,25.549131,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
527.1299,125.669395,12.601551,-14.193399,0.2705052,43.148666,0.3362601,1.761285,8.551003,82.8857,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
712.3542,45.671127,4.691913,105.702965,0.044882897,64.407486,1.9589887,1.7888155,22.2998,92.57808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
691.0974,32.615807,10.916616,329.8097,0.22598633,74.19486,0.7838242,1.0658642,17.31724,66.82737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
633.7632,57.069153,6.1446805,292.84918,0.25492936,54.096203,0.45100608,3.0072045,19.338694,88.96273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
426.66595,49.085533,12.87796,137.39822,0.247564,54.721848,0.5524405,3.1454937,10.486425,69.83967,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
672.6916,39.852104,9.862537,243.69641,0.24240708,44.407417,0.37858418,4.29817,6.4389157,42.815437,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
710.7381,206.3255,12.309396,-99.39678,0.29127517,42.813026,0.369633,2.9231615,15.5806265,68.59288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693.57166,147.74379,11.089466,-48.385662,0.26348808,43.279873,0.44741824,1.5850841,17.908995,76.54654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
604.5243,85.19385,6.1899767,8.807211,0.10888171,74.53532,2.1526628,1.7395923,24.18736,51.309975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
649.9003,219.7534,11.211959,28.661825,0.25462934,41.760918,0.47463813,3.1036637,15.806579,40.516838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
597.904,107.200455,8.331029,-53.673,0.31163028,45.64959,2.153363,3.8496983,12.95535,48.88836,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
460.63733,228.55586,11.896859,431.27338,-0.018223118,46.387493,0.34376028,4.1892776,8.813689,75.09875,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
539.0936,42.70672,4.7630663,334.0019,0.10465111,75.565155,1.2832842,0.6562942,6.3331265,75.14607,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
445.38693,84.82235,9.225479,171.99487,0.25379577,43.59016,0.43269184,1.2796118,11.10749,29.653913,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
600.34845,70.9986,10.70263,300.20526,0.24794896,40.284954,0.37615326,0.24079825,9.41603,43.094955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
722.0848,143.53232,9.517804,-67.55633,0.28522032,72.882774,0.46174696,2.0876975,10.257261,66.96707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
642.65186,28.006378,9.007956,216.4356,0.3213049,47.804115,0.6266664,3.5380971,24.075426,87.40755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
640.32043,44.692062,11.04773,294.40997,0.11440658,71.19786,0.7776911,3.2055874,11.610208,37.673386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
659.91595,117.63962,12.726085,18.308538,0.16975477,59.89013,1.2115248,4.066032,25.15804,28.213705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
671.69824,33.292076,8.684425,398.66455,0.30195084,49.16653,0.3575708,0.65900755,9.775328,58.148594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
623.9345,141.56659,11.840895,206.4139,0.07960048,65.91559,0.7205318,0.79125416,14.194614,52.185894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595.60864,175.50201,7.118799,359.1569,0.058595818,56.295845,0.98029083,3.1695125,23.301483,52.44842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
504.9648,153.61488,12.300636,-45.1842,0.31123132,42.72584,0.45367005,0.6463678,9.468131,39.134148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
669.8636,50.01989,6.04896,-99.07021,0.004631539,41.515762,0.6775559,2.482717,9.597006,48.430645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
469.81628,67.71306,6.5567536,248.8096,0.13104507,47.641148,0.48454002,0.8608881,20.881464,69.458565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
462.28806,146.67659,12.664935,323.0504,0.31891075,38.614338,0.34236732,1.1130114,21.976606,88.81456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
705.8955,27.067291,10.38636,235.12929,0.2449811,41.634193,0.36421934,1.017986,17.092361,89.14168,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
623.096,105.705574,12.662761,40.971943,0.12611502,54.03833,0.9167215,0.1102475,15.120655,6.32209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
483.01807,137.497,10.549519,32.730213,0.046634812,46.884563,0.38329354,0.64025927,7.9803205,24.477962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
614.07104,92.211136,13.02427,431.73404,0.30709264,48.29176,0.42613342,0.014530906,10.312797,7.385027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
691.6892,33.420647,8.200031,35.399006,0.30798456,47.804485,0.7287134,0.23927535,17.424665,60.424652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
529.965,113.41441,12.3109,9.368338,0.17905928,50.380608,0.46667567,1.7512939,10.539986,74.11419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
604.4376,65.01278,5.633417,66.89173,0.20034277,63.042576,0.48731592,3.3565295,14.744334,50.530434,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
501.1034,146.63937,3.9719448,4.4371853,0.056520615,44.94824,0.640241,-0.039905775,7.893951,77.30826,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
516.51495,188.3547,4.1897283,247.78166,0.14485261,46.840744,2.3033125,4.0554376,7.4718337,30.420082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
557.24554,174.07933,3.5907683,19.13027,0.057292607,40.38766,1.611053,1.0458024,8.25217,26.550985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
608.7873,261.20465,10.4755335,177.36316,0.32859492,39.491188,0.4801897,3.1763177,18.116459,33.661076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
590.99274,36.86904,12.631206,13.476141,0.016874839,62.000042,0.6616914,1.6175079,9.568308,22.092575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
681.7096,65.794304,12.552332,323.31754,0.15069279,38.33741,0.43455663,1.2390528,11.810923,50.048756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
553.8309,36.04332,6.40319,358.88733,0.22436813,72.10166,1.3938371,-0.1906719,20.5652,80.9084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
651.2758,259.1451,12.919687,281.6074,0.0755386,75.89477,0.42863658,3.5536451,19.66203,36.392788,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449.3873,91.51078,6.550379,-61.80589,0.11137835,69.387886,0.48370507,3.7222645,20.537363,91.37376,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
600.22327,53.378326,6.771158,212.94145,0.12691103,60.85761,0.49227682,0.882107,15.312723,60.74087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466.02377,200.24011,13.29397,227.11711,0.23046398,50.049126,0.6344384,1.7848729,7.3067117,49.389767,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
624.60443,64.841034,7.8157196,366.37772,0.23193789,76.514084,2.9235654,-0.18324994,12.861944,25.233181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
693.0472,143.5957,11.503216,110.124794,0.035186995,39.830772,0.49538293,2.351562,8.008695,10.713318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
409.55478,108.78563,12.055767,395.3828,0.04421289,52.800713,1.1261811,1.5523399,18.127878,66.38747,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
584.5411,150.98793,3.1823254,359.88013,0.16567944,62.799362,1.2578043,1.0300349,23.269701,64.53045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
621.67554,41.946762,7.105756,-3.7510319,-0.023931887,51.899635,0.44573036,2.4675925,6.9386106,24.628168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523.97314,58.680336,6.349964,288.3419,0.1569562,51.929897,0.74246955,2.35429,15.108918,85.6936,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
704.4696,33.303047,10.129316,151.4015,0.041422818,64.84146,0.36869624,-0.28156114,8.397313,40.9956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
487.28772,67.50836,10.480226,-11.856546,0.06887934,39.357994,0.35098246,1.2988453,6.8530326,7.774214,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
654.1347,59.786003,3.7075357,-73.65356,0.081903175,56.992588,0.35321108,2.8960416,12.24948,71.294136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
562.9014,73.72818,10.385983,368.66708,0.2942565,44.38273,0.6515225,1.5446093,12.337134,19.505657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
703.687,95.436424,8.444023,-85.17452,0.19340569,52.099926,0.7869158,2.5265493,19.739046,37.588264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680.4965,60.05491,8.798545,92.29374,0.19759016,53.094822,0.55193424,-0.46377468,6.370874,58.455273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
526.1161,46.86152,2.377917,231.45656,0.20207435,39.321636,1.6103187,-0.26296926,24.886892,22.29627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
511.5617,34.155167,10.74404,136.53966,0.001871203,65.120255,1.036444,2.1692777,11.663455,27.247911,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
714.7243,131.79498,12.067898,83.79358,0.2847989,40.435287,0.41221967,1.6311429,15.3486,26.080927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
486.85645,44.926147,0.9428289,-26.1914,0.054177437,48.381847,0.91927844,1.1135423,11.648902,4.755745,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
433.4572,158.77095,9.782092,18.631735,0.25616708,38.514687,0.6186211,2.8176637,10.769172,40.592407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
413.0791,163.27068,12.011159,-52.52981,-0.009330238,55.80182,0.36331454,0.3417033,7.142778,83.33221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
697.811,64.777245,10.247213,245.77007,0.023237798,77.06099,0.34324756,3.4752986,17.314398,88.214905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
412.91034,83.66495,2.6970842,80.26286,0.051822092,65.84837,0.6086974,1.8411392,11.794412,31.535095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
419.8602,143.98111,10.015322,93.60104,0.17644376,67.294556,0.48146775,0.72366536,10.783212,52.25348,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
638.08026,152.98738,5.686127,-28.513468,0.050056588,55.10608,0.42098597,2.0440433,20.444626,14.209307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
525.3651,154.28009,11.276362,34.135365,0.22148052,44.10186,0.3754504,3.2764084,7.4394135,17.474234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
591.4898,65.54355,8.086471,264.83505,0.19949852,76.90369,0.64127266,4.303909,21.61865,67.7812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
597.7641,26.553574,2.0482595,290.52182,0.07775714,50.67168,0.35608009,-0.5368612,16.599346,74.38308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
721.64557,27.502052,13.166753,368.367,0.25755706,44.87446,0.6371213,1.1340901,9.166956,2.7664986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
713.39435,143.40999,10.662667,182.25682,0.30895105,53.179943,1.230062,1.1919215,23.81478,44.27303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
405.35638,215.03806,12.884814,130.02353,0.16237256,47.56671,0.77371764,0.15686645,25.112001,87.96865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
632.4799,112.48287,12.244928,240.42099,0.2910059,44.563,0.43177608,0.26398313,24.17745,10.178816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
434.44223,102.279976,11.087435,-21.868143,-0.007332216,46.82044,0.33274713,2.288672,6.870767,31.16037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
644.29016,60.29625,13.236855,-53.797054,0.29861397,41.041794,0.40444663,2.3202224,8.469123,53.89511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
512.86053,126.6005,7.00815,88.42799,0.24768189,52.995605,2.2665465,0.6104969,21.561563,77.216484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
464.61063,36.617905,12.53404,125.562256,0.111160524,78.00113,0.68902886,1.9714346,13.713289,47.628616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626.0839,184.8666,10.011096,320.16983,0.22074682,52.892204,2.3520794,1.7873266,13.049938,15.716026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
703.258,79.61875,12.557299,331.43198,0.18776013,58.20675,0.47306743,4.4053445,21.811207,90.42236,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
695.6862,39.83419,5.3963385,194.88647,0.19594139,51.12164,1.4131222,1.2345301,11.542887,42.652905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
607.0893,192.13474,10.645015,384.72876,0.116138294,61.38043,0.42420593,-0.04466437,7.3855557,14.561956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
632.21106,83.557175,8.536268,135.50327,0.22455053,55.193363,0.5745164,1.0361027,7.9493303,12.103443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
655.5102,76.551926,1.6533272,13.504934,0.23887436,39.4078,0.47748175,2.2886891,9.702424,22.946768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
703.9905,29.888939,10.482442,105.43457,0.17689602,76.94668,1.1080021,1.2729725,24.807833,91.731445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
655.03015,47.426636,10.952168,354.59155,0.2544156,62.04582,0.33506885,1.7143617,7.236613,78.94729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
457.65515,90.793495,10.992684,-4.338648,0.23059942,56.35444,0.4100677,-0.022852888,9.946608,69.31367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
700.9789,59.13353,10.723108,-50.482082,0.020248298,75.48292,0.55102754,1.1493593,18.795715,51.291836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
690.20013,79.99109,7.0026665,37.41405,0.2598523,49.829914,1.4896071,1.343191,21.85025,76.955505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
522.7495,94.530624,2.9957626,84.02148,0.17177084,46.151043,0.70314527,1.2743845,22.341953,56.2503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
701.3285,93.823265,13.355312,-52.3549,0.15807043,54.15012,0.37362567,4.1655207,9.809061,51.08853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
529.5668,116.13593,12.601039,165.19556,0.12641709,58.68744,1.3227565,1.1654875,15.550116,15.370415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
